StartDate,EndDate,Status,IPAddress,Progress,Durationinseconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,gender,gender_3_TEXT,age,SM_use,SM_use_freq_1,SM_use_freq_2,SM_use_freq_3,SM_use_freq_4,SM_use_freq_5,SM_use_freq_6,SM_use_freq_7,SM_use_freq_8,SM_use_freq_9,SM_use_freq_10,SM_use_freq_11,education,employment,employment_8_TEXT,income,partisanship,state,Timer1_FirstClick,Timer1_LastClick,Timer1_PageSubmit,Timer1_ClickCount,share_intent1,Credibility1_1,Credibility1_2,Credibility1_3,Credibility1_4,Newsworthiness1_1,Newsworthiness1_2,Newsworthiness1_3,Newsworthiness1_4,Trustworthy_C1_1_1,Honest_C2_1_1,Reliable_C3_1_1,newsworth_feed1_1,newsworth_feed1_2,newsworth_feed1_3,newsworth_feed1_4,newsworth_feed1_5,attn_1_1,Timer2_FirstClick,Timer2_LastClick,Timer2_PageSubmit,Timer2_ClickCount,share_intent2,Credibility2_1,Credibility2_2,Credibility2_3,Credibility2_4,Newsworthiness2_1,Newsworthiness2_2,Newsworthiness2_3,Newsworthiness2_4,Trustworthy_C1_2_1,Honest_C2_2_1,Reliable_C3_2_1,newsworth_feed2_1,newsworth_feed2_2,newsworth_feed2_3,newsworth_feed2_4,newsworth_feed2_5,attn_1_2,Timer3_FirstClick,Timer3_LastClick,Timer3_PageSubmit,Timer3_ClickCount,share_intent3,Credibility3_1,Credibility3_2,Credibility3_3,Credibility3_4,Newsworthiness3_1,Newsworthiness3_2,Newsworthiness3_3,Newsworthiness3_4,Trustworthy_C1_3_1,Honest_C2_3_1,Reliable_C3_3_1,newsworth_feed3_1,newsworth_feed3_2,newsworth_feed3_3,newsworth_feed3_4,newsworth_feed3_5,attn_1_3,Timer4_FirstClick,Timer4_LastClick,Timer4_PageSubmit,Timer4_ClickCount,share_intent4,Credibility4_1,Credibility4_2,Credibility4_3,Credibility4_4,Newsworthiness4_1,Newsworthiness4_2,Newsworthiness4_3,Newsworthiness4_4,Trustworthy_C1_4_1,Honest_C2_4_1,Reliable_C3_4_1,newsworth_feed4_1,newsworth_feed4_2,newsworth_feed4_3,newsworth_feed4_4,newsworth_feed4_5,attn_1_4,Timer5_FirstClick,Timer5_LastClick,Timer5_PageSubmit,Timer5_ClickCount,share_intent5,Credibility5_1,Credibility5_2,Credibility5_3,Credibility5_4,Newsworthiness5_1,Newsworthiness5_2,Newsworthiness5_3,Newsworthiness5_4,Trustworthy_C1_5_1,Honest_C2_5_1,Reliable_C3_5_1,newsworth_feed5_1,newsworth_feed5_2,newsworth_feed5_3,newsworth_feed5_4,newsworth_feed5_5,attn_1_5,Timer6_FirstClick,Timer6_LastClick,Timer6_PageSubmit,Timer6_ClickCount,share_intent6,Credibility6_1,Credibility6_2,Credibility6_3,Credibility6_4,Newsworthiness6_1,Newsworthiness6_2,Newsworthiness6_3,Newsworthiness6_4,Trustworthy_C1_6_1,Honest_C2_6_1,Reliable_C3_6_1,newsworth_feed6_1,newsworth_feed6_2,newsworth_feed6_3,newsworth_feed6_4,newsworth_feed6_5,attn_1_6,Timer7_FirstClick,Timer7_LastClick,Timer7_PageSubmit,Timer7_ClickCount,share_intent7,Credibility7_1,Credibility7_2,Credibility7_3,Credibility7_4,Newsworthiness7_1,Newsworthiness7_2,Newsworthiness7_3,Newsworthiness7_4,Trustworthy_C1_7_1,Honest_C2_7_1,Reliable_C3_7_1,newsworth_feed7_1,newsworth_feed7_2,newsworth_feed7_3,newsworth_feed7_4,newsworth_feed7_5,attn_1_7,Timer8_FirstClick,Timer8_LastClick,Timer8_PageSubmit,Timer8_ClickCount,share_intent8,Credibility8_1,Credibility8_2,Credibility8_3,Credibility8_4,Newsworthiness8_1,Newsworthiness8_2,Newsworthiness8_3,Newsworthiness8_4,Trustworthy_C1_8_1,Honest_C2_8_1,Reliable_C3_8_1,newsworth_feed8_1,newsworth_feed8_2,newsworth_feed8_3,newsworth_feed8_4,newsworth_feed8_5,attn_1_8,news_per_pre_self_1,news_per_pre_self_2,news_per_pre_self_3,news_per_pre_self_4,news_per_pre_self_5,news_per_pre_self_6,news_per_pre_self_7,news_per_pre_self_8,news_per_pre_self_9,news_per_pre_self_10,news_per_pre_self_11,news_per_pre_social_1,news_per_pre_social_2,news_per_pre_social_3,news_per_pre_social_4,news_per_pre_social_5,news_per_pre_social_6,news_per_pre_social_7,news_per_pre_social_8,news_per_pre_social_9,news_per_pre_social_10,news_per_pre_social_11,news_consump_sources_1,news_consump_sources_2,news_consump_sources_3,news_consump_sources_4,news_consump_sources_5,news_consump_sources_6,news_consump_sources_7,news_consump_sources_8,news_consump_sources_9,news_consump_sources_10,news_consump_sources_11,NewsSharing_SM,NewsCred_SM,GenTech_op,AI_acceptance,yiyan1_NFO_1,yiyan1_NFO_2,yiyan1_NFO_3,yiyan1_NFO_4,yiyan1_NFO_5,yiyan1_NFO_6,yiyan2_pub_int_1,yiyan2_pub_int_2,yiyan2_pub_int_3,yiyan2_pub_int_4,yiyan2_pub_int_5,yiyan2_pub_int_6,yiyan3_alg_know_1,yiyan3_alg_know_2,yiyan3_alg_know_3,yiyan3_alg_know_4,yiyan3_alg_know_5,yiyan3_alg_know_6,yiyan3_alg_know_7,yiyan3_alg_know_8,yiyan3_alg_know_9,yiyan3_alg_know_10,yiyan3_alg_know_11,yiyan4_aware,yiyan5_alg_aware_1_1,yiyan5_alg_aware_1_2,yiyan5_alg_aware_1_3,yiyan5_alg_aware_1_4,yiyan5_alg_aware_1_5,yiyan5_alg_aware_1_6,yiyan5_alg_aware_1_7,yiyan5_alg_aware_2_1,yiyan5_alg_aware_2_2,yiyan5_alg_aware_2_3,yiyan5_alg_aware_2_4,yiyan6_attitude,yiyan7_fami_program_1,yiyan7_fami_program_2,yiyan7_fami_program_3,yiyan7_fami_program_4,yiyan7_fami_program_5,yiyan7_fami_program_6,yiyan7_fami_program_7,intro1_1,con1_2,con2_1,con2_2,con3_exp,con3_1,con3_2,con4_exp,con4_1,con4_2,con5_1,con5_2,con6_1,con6_2,personalization_awar,news_per_post_self_1,news_per_post_self_2,news_per_post_self_3,news_per_post_self_4,news_per_post_self_5,news_per_post_self_6,news_per_post_self_7,news_per_post_self_8,news_per_post_self_9,news_per_post_self_10,news_per_post_self_11,news_per_post_social_1,news_per_post_social_2,news_per_post_social_3,news_per_post_social_4,news_per_post_social_5,news_per_post_social_6,news_per_post_social_7,news_per_post_social_8,news_per_post_social_9,news_per_post_social_10,news_per_post_social_11,feed_typefour,valence,feed_type,share_all,Credibility_1,Credibility_2,Credibility_3,Credibility_4,NW_1,NW_2,NW_3,NW_4,credavg_all,nwavg_all
9/24/23 22:11,9/24/23 22:24,0,117.27.119.206,100,820,1,9/24/23 22:24,R_3DvzqXesBNjQRyN, , , , ,23.1181,113.2539,anonymous,EN, , ,0,0, ,1,2, ,1956,2,5,2,2,4,5,4,5,4,4,4,5,5,1, ,2,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,31.494,0,3,3,2,2,4,4,3,3,3,5,5,6,3,5,5,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,2,4,4,3,4,3,4,5,2,3,4,3,4,2,4,4,4,4,4,4,2,3,3,3,2,3,4,4,4,4,5,2,3,2,3,7,9,8,9,8,8,3,3,3,2,3,2,1,1,3,2,1,3,1,1,2,3,3,8,1,1,1,1,2,1,2,1,1,1,1,3,3,4,2,3,3,4,4, , , , , , , , , , , , , , ,4,4,3,4,4,4,3,4,4,3,4,3,3,3,4,2,3,2,3,3,2,4,3,3,1,act,3,3,2,2,4,4,3,3,3,2.75,3.25
9/24/23 22:28,9/24/23 22:36,0,122.137.50.84,100,533,1,9/24/23 22:36,R_3PmH3sOxfBjHJiL, , , , ,22.5559,114.0577,anonymous,EN, , ,0,0, ,1,2, ,1948,1,6,6,6,6,6,2,2,1,6,2,2,2,1, ,3,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.958,6.958,53.7,1,4,3,4,3,3,3,4,4,3,7,8,7,3,3,4,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,3,3,4,3,4,3,3,4,4,3,1,1,1,1,9,8,8,9,8,8,4,3,4,3,3,2,2,1,1,2,2,1,1,2,2,1,1,9,1,2,1,1,2,1,2,2,1,1,2,4,4,4,4,3,3,3,3, , , , , , , , , , , , , , ,4,3,3,3,5,3,4,3,3,4,4,4,4,3,3,5,3,3,4,3,3,4,3,3,1,act,4,3,4,3,3,3,4,4,3,3.25,3.5
9/24/23 22:18,9/24/23 22:39,0,117.57.34.113,100,1269,1,9/24/23 22:39,R_1otNi0xgoiy98Dq, , , , ,39.911,116.395,anonymous,EN, , ,0,0, ,1,2, ,1949,2,1,1,6,1,4,1,1,1,1,1,1,5,3, ,2,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,59.16,0,5,5,4,4,5,3,5,5,4,8,8,7,4,3,3,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,4,5,5,4,4,5,4,1,3,5,4,3,4,5,5, ,5,5,2,5,2, ,4,2,5,3, ,4,5,2,4,1,2,1,1,10,7,10,9,7,8,4,2,4,2,4,2,1,2, ,2,2,3,1,3,1,1,3,9,1,1,1,1,1,2,1,1,2,2,2,5,3,3,2,4,3,3,3, , , , , , , , , , , , , , ,4,5,4,4,1,4,2,2,3,5,4,4,4,2,4,3,2,4,1,4,4,3,3,1,2,news,5,5,4,4,5,3,5,5,4,4.5,4.25
9/24/23 22:18,9/24/23 22:40,0,123.181.235.163,100,1280,1,9/24/23 22:40,R_sbTPMFdGKYNwvRv, , , , ,39.911,116.395,anonymous,EN, , ,0,0, ,1,2, ,1950,2,1,1,6,5,1,1,1,1,1,1,1,5,3, ,2,15,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60.604,60.604,61.05,1,5,5,5,5,5,3,5,4,5,10,10,10,4,3,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,2,5,5,5,5,5,4,2,2,3,2,4,3,1,3,4,4,5,3,2,4,2,4,5,2,4,1,3,2,4,4,2,2,1,2,2,9,9,7,8,7,8,4,2,2,3,4,2,2,3,1,2,3,1,2,1,3,3,2,9,2,2,2,2,1,2,2,1,2,2,2,4,2,3,4,4,3,4,1, , , , , , , , , , , , , , ,1,4,2,4,4,3,1,4,4,4,1, ,4,5,4,4,5,3,2,3,5,2,2,3,2,act,5,5,5,5,5,3,5,4,5,5,4.25
9/24/23 22:17,9/24/23 22:40,0,110.85.186.61,100,1339,1,9/24/23 22:40,R_3eyNKDfXxf9bjo7, , , , ,23.1181,113.2539,anonymous,EN, , ,0,0, ,1,2, ,1953,2,1,1,6,5,1,1,1,1,1,1,1,5,3, ,2,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,67.827,0,5,5,4,4,3,2,4,5,4,8,8,9,4,2,2,3,4,2,5,3,2,2,4,4,4,2,2,4,5,4,5,2,5,3,4,4,2,2,4,2,2,2,1,2,4,4,5,5,2,1,2,3,2,2,2,6,8,8,7,10,8,2,3,4,4,3,2,3,1,2,2,1,2,3,3,1,2,2,9,2,2,2,2,1,2,2,1,2,1,2,3,4,2,3,2,4,2,4, , , , , , , , , , , , , , ,1,4,4,2,2,4,2,3,5,4, ,4,4,3,4,4,4,2,4,4,2,4,2,4,2,ad,5,5,4,4,3,2,4,5,4,4,3.75
9/24/23 22:18,9/24/23 22:40,0,121.205.222.87,100,1308,1,9/24/23 22:40,R_2bGYxtLke5u2zg7, , , , ,23.1181,113.2539,anonymous,EN, , ,0,0, ,1,2, ,1951,2,1,1,6,5,4,1,1,1,1,1,2,5,3, ,2,15,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,58.696,0,5,5,4,5,5,5,5,5,5,9,8,9,4,3,4,3,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,4,1,2,2,4,3,4,2,2,3,2,4,4,5,5,5,5,2,3,3,3,2,3,3,1,4,2,4,3,2,4,2,3,1,3,9,7,8,6,9,9,4,5,4,1,5,2,1,2,2,3,2,2,3,3,3,1,2,10,2,2,2,2,1,2,2,1,2,2,2,3,4,2,2,5,5,4,3, , , , , , , , , , , , , , ,1,2,2,3,3,4,3,4,2,2,4,5,4,2,3,4,5,2,5,2,2,4,3,2,2,memes,5,5,4,5,5,5,5,5,5,4.75,5
9/24/23 22:31,9/24/23 22:42,0,42.234.58.120,100,671,1,9/24/23 22:42,R_2WPAz4iuyBsIoxG, , , , ,35.2417,113.2339,anonymous,EN, , ,0,0, ,1,2, ,1955,1,4,4,6,2,5,1,5,2,5,4,4,3,3, ,2,1,38, , , , , , , , , , , , , , , , , , , , , , ,0,0,43.305,0,4,4,4,4,4,4,4,4,4,8,7,8,4,4,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,4,4,4,4,4,4,4,1,2,2,2,9,9,9,9,9,9,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,3,4,4, , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,memes,4,4,4,4,4,4,4,4,4,4,4
9/24/23 22:34,9/24/23 22:46,0,36.25.153.163,100,683,1,9/24/23 22:46,R_3hzqjO8EwqyKzNU, , , , ,39.911,116.395,anonymous,EN, , ,0,0, ,1,2, ,1958,1,6,6,6,6,6,1,5,1,5,2,2,1,1, ,3,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,29.801,0,3,3,3,4,5,4,4,4,3,7,8,7,3,5, ,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,3,3,3,4,5,4,4,3,3,4,3,3,4,3,3,3,3,4,5,1,5,2,1,1,1,1,5,5,5,1,5,3,2,1,9,8,9,8,9,8,4,3,5,3,2,2,2,2,2,2,2,3,2,2,3,2,2,8,2,2,2,2,2,2,2,1,1,2,2,3,4,3,3,4,4,4,4, , , , , , , , , , , , , , ,3,4,5,4,4,5,3,3,4,5,4,5,4,4,3,4,3,3,4,4,3,4,4,4,1,ad,3,3,3,4,5,4,4,4,3,3.75,3.75
9/24/23 22:34,9/24/23 22:48,0,124.161.43.202,100,831,1,9/24/23 22:48,R_3Etn7YjzmUoAABQ, , , , ,30.6498,104.0555,anonymous,EN, , ,0,0, ,1,2, ,1953,1,6,6,6,6,6,2,5,1,6,2,2,3,1, ,3,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,99.049,0,3,3,4,3,5,3,3,4,5,7,7,7,3,4,4,5,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,2,5,3,1,1,8,9,8,8,8,9,4,4,3,3,3,2,2,2,3,2,2,2,3,2,2,2,2,8,2,2,2,1,2,2,2,2,1,1,2,3,3,4,3,2,3,4,3, , , , , , , , , , , , , , ,3,4,3,4,3,3,4,3,4,3,3,4,3,4,3,3,2,4,4,3,3,4,4,2,2,memes,3,3,4,3,5,3,3,4,5,3.75,3.75
9/24/23 22:41,9/24/23 22:51,0,115.207.82.76,100,623,1,9/24/23 22:51,R_OJTZlmeVtreVmjn, , , , ,31.2222,121.4581,anonymous,EN, , ,0,20, ,1,2, ,1955,4,1,1,5,1,1,1,1,2,1,1,1,3,3, ,2,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,21.593,0,5,5,5,5,5,5,5,5,1,10,10,10,5,5,5,1,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,4,5,5,4,5,4,5,1,1,1,3,1,1,1,1,4,2, ,1,1,10,10,9,10,10,9,5,5,5,4,1,2,2,2,2,3,2,2,1,3,2,3,3,10,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,5,2,4,5, , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,memes,5,5,5,5,5,5,5,5,1,5,4
9/24/23 22:34,9/24/23 22:53,0,175.146.213.123,100,1119,1,9/24/23 22:53,R_2PdrjmxRs54K3xD, , , , ,23.1181,113.2539,anonymous,EN, , ,0,0, ,1,2, ,1951,1,5,5,5,6,6,1,5,1,5,1,2,3,1, ,3,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,29.077,0,3,3,4,4,3,4,3,4,4,7,7,8,4,4,3,3,4,2, , , , , , , , , , , , , , , , , , , , , , ,4,3,3,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,3,4,4,4,1,4,5,4,1,1,1,4,4,4,1,5,3,1,1,8,9,10,8,9,9,3,4,4,3,4,2,2,1,2,1,2,2,2,1,3,2,2,8,2,2,1,2,1,1,2,2,1,2,2,3,4,4,5,3,4,4,4, , , , , , , , , , , , , , ,3,3,4,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,3,3,2,act,3,3,4,4,3,4,3,4,4,3.5,3.75
9/24/23 22:40,9/24/23 22:57,0,220.179.210.100,100,1004,1,9/24/23 22:57,R_2wS4ELAT6fnM0u0, , , , ,22.5559,114.0577,anonymous,EN, , ,0,25, ,1,2, ,1955,2,5,4,6,4,5,5,2,2,4,4,2,3,3, ,2,1,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,47.783,0,4,4,4,3,4,4,3,4,4,7,8,7,4,4,4,4,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,3,4,4,5,3,4,3,4,3,3,5,3,4,3,4,4,4,3,4,2,4,2,3,4,4,2,3,4,2,3,2,3,2,2,10,9,9,9,9,9,4,4,4,4,3,2,2,3,2,2,3,2,2,2,2,2,1,8,2,1,2,2,2,2,2,1,2,2,2,4,4,4,4,4,5,5,4, , , , , , , , , , , , , , ,4,4,4,5,3,4,4,5,4,4,5,4,4,3,5,3,5,4,5,4,5,4,4,4,1,ad,4,4,4,3,4,4,3,4,4,3.75,3.75
9/24/23 22:47,9/24/23 23:02,0,115.209.72.176,100,902,1,9/24/23 23:02,R_3L6nbEsay3xHeMN, , , , ,31.2222,121.4581,anonymous,EN, , ,0,25, ,1,2, ,1951,1,1,1,6,5,4,1,1,1,1,1,1,5,3, ,2,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,55.21,0,5,5,2,4,3,5,3,1,4,10,10,8,5,3,3,1,4,2,4,3,4,5,5,5,1,2,2,4,2,4,5,3,3,4,5,3,2,2,5,4,3,4,2,5,3,2,2,5,2,2,5,1,2,3,2,9,10,9,8,7,8,4,4,2,3,4,2,1,2,2,1,1,1,3,2,3,3,1,7,2,2,1,2,1,1,2,1,2,1,1,4,5,2,4,4,1,3,5, , , , , , , , , , , , , , ,1,5,3,2,4,2,3,5,5,4,2,4,3,5,3,2,4,2,3,5,4,5,2,4,2,ad,5,5,2,4,3,5,3,1,4,3.5,3.25
9/24/23 22:48,9/24/23 23:04,0,49.85.189.195,100,957,1,9/24/23 23:04,R_3LdIBFUGjZHk9vI, , , , ,34.7732,113.722,anonymous,EN, , ,0,0, ,1,2, ,1953,1,1,1,6,5,5,4,1,1,1,1,1,5,3, ,2,15,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,32.958,0,3,4,3,4,4,4,3,2,4,8,8,10,3,2,2,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,4,4,4,4,4,5,5,2,3,3,3,4,4,4,5,4,2,5,3,2,5,2,1,4,1,5,2,4, , ,3,1,2,2,2,9,8,9,8,9,10,2,4,3,5,3,2,2,1,3,2,3,2,1,3,1,1,3,7,2,2,2,2,1,1,2,1,2,2,2,4,5,4,2,3,4,4,3, , , , , , , , , , , , , , ,1,2,2,2,4,4,5,2,4,3,5,4,4,2,2,4,2,3,4,2,3,4,2,3,1,act,3,4,3,4,4,4,3,2,4,3.75,3.25
9/24/23 22:47,9/24/23 23:04,0,42.86.80.139,100,1044,1,9/24/23 23:04,R_3kq9iKHD3Yr0fGx, , , , ,31.2222,121.4581,anonymous,EN, , ,0,25, ,1,2, ,1952,1,6,6,6,6,6,2,6,2,6,6,1,2,1, ,3,15,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.603,1.603,23.415,1,4,4,3,3,4,3,3,4,3,8,7,8,3,3,4,3,4,2,3,3,4,4,4,4,4,3,3,4,4,4,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,3,4,3,4,1,1,1,1,9,9,8,9,9,8,4,4,3,4,3,2,1,2,2,1,2,2,1,1,1,2,2,10,1,2,1,1,2,1,2,2,2,1,1,4,3,4,3,4,4,4,3, , , , , , , , , , , , , , ,4,4,4,4,3,3,4,3,3,4,3,4,3,4,4,3,3,4,4,3,4,3,4,4,2,ad,4,4,3,3,4,3,3,4,3,3.5,3.25
9/24/23 22:47,9/24/23 23:05,0,175.170.46.81,100,1042,1,9/24/23 23:05,R_2gVPkm2OGKQy2at, , , , ,23.1181,113.2539,anonymous,EN, , , , , ,1,2, ,1953,1,1,1,6,6,6,1,4,1,1,1,1,5,3, ,2,15,38, , , , , , , , , , , , , , , , , , , , , , ,0,0,31.581,0,5,4,3,4,4,4,5,4,1,9,7,8,3,3,4,2,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,2,4,2,5,3,2,2,4,3,3,2,4,4,4,4,2,4,5,2,2,4,5,2,4,3,5,2,5,2,4,3,1,2,2,4,9,7,8,9,7,9,3,2,2,2,5,2,2,2,3,1,3,2,1,3,1,3,1,9,2,2,2,2,1,1,2,1,2,2,2,4,2,4,5,2,4,4,2, , , , , , , , , , , , , , ,1,5,3,4,4,4,5,5,4,2,2,3,3,2,4,2,4,3,5,3,2,5,2,2,1,memes,5,4,3,4,4,4,5,4,1,3.75,3.5
9/24/23 22:41,9/24/23 23:06,0,115.208.167.85,100,1473,1,9/24/23 23:06,R_TpynoNJbzA4mEY9, , , , ,30.2994,120.1612,anonymous,EN, , ,0,95, ,1,2, ,1955,8,2,2,5,2,2,1,2,2,2,2,2,3,3, ,2,1,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,28.531,0,4,4,3,4,4,4,4,3,4,9,9,9,4,3,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,4,3,4,4,4,4,5,3,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,3,2,3,3,3,3,5,3,2,2,4,9,9,9,9,9,8,3,4,4,3,3,2,2,2,3,2,2,3,3,2,2,2,3,9,1,1,2,2,2,2,1,2,2,2,2,4,3,4,4,3,3,3,5, , , , , , , , , , , , , , ,4,5,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,ad,4,4,3,4,4,4,4,3,4,3.75,3.75
